Timestamp,Review,Mode,Pre_Lat_ms,Inf_Lat_ms,Post_Lat_ms,Pre_E_mJ,Inf_E_mJ,Post_E_mJ,Pre_Max_V,Pre_Mean_V,Pre_Max_C,Pre_Mean_C,Inf_Max_V,Inf_Mean_V,Inf_Max_C,Inf_Mean_C,Post_Max_V,Post_Mean_V,Post_Max_C,Post_Mean_C,Pre_Pwr_mW,Inf_Pwr_mW,Post_Pwr_mW
2025-08-27 16:59:38,000000411634.jpg,CPU1,8.6,31.2,0.1,35.6,128.7,0.4,5056.00,5056.00,256.00,200.00,5056.00,5056.00,256.00,200.00,5056.00,5056.00,256.00,200.00,4125.00,4125.00,4125.00
2025-08-27 16:59:40,000000012802.jpg,CPU1,21.5,41.4,0.2,94.5,182.3,0.7,5040.00,5040.00,256.00,220.00,5040.00,5040.00,256.00,220.00,5040.00,5040.00,256.00,220.00,4401.00,4401.00,4401.00
2025-08-27 16:59:41,000000379113.jpg,CPU1,13.0,40.7,0.2,50.7,158.0,0.6,5056.00,5056.00,240.00,184.00,5056.00,5056.00,240.00,184.00,5056.00,5056.00,240.00,184.00,3883.00,3883.00,3883.00
2025-08-27 16:59:42,000000290388.jpg,CPU1,15.7,41.6,0.2,59.2,156.4,0.6,5056.00,5056.00,232.00,176.00,5056.00,5056.00,232.00,176.00,5056.00,5056.00,232.00,176.00,3761.00,3761.00,3761.00
